medicare provider number,hospital name,street address,city,state,zip code,"hospital system or, if independent, ipps/cah",is hospital a critical access hospital (y/n)?,"hospital compare 5-star rating (october 2018, na=not available)",number of outpatient services,total private allowed amount for outpatient services ($ millions),simulated medicare allowed amount for outpatient services ($ millions),relative price for outpatient services,standardized price per outpatient service,number of inpatient stays,total private allowed amount for inpatient services ($ millions),simulated medicare allowed amount for inpatient services ($ millions),relative price for inpatient services,standardized price per inpatient stay,total private allowed amount for inpatient and outpatient services ($ millions),simulated medicare allowed amount for inpatient and outpatient services ($ millions),relative price for professional inpatient and outpatient services,relative price for inpatient facility services,relative price for outpatient facility services,relative price for inpatient and outpatient services,total private allowed amount for facility inpatient and outpatient services ($ millions),simulated medicare allowed amount for facility inpatient and outpatient services ($ millions),total private allowed amount for professional inpatient and outpatient services ($ millions),simulated medicare allowed amount for professional inpatient and outpatient services ($ millions),"hospital compare 5-star rating (october 2018, n/a = not available)",Total Discharges,Total Discharges.1,Total Discharges.2,Average Covered Charges,Average Covered Charges.1,Average Covered Charges.2,Average Total Payments,Average Total Payments.1,Average Total Payments.2,Average Medicare Payments,Average Medicare Payments.1,Average Medicare Payments.2,Average Estimated Total Submitted Charges,Average Estimated Total Submitted Charges.1,Average Estimated Total Submitted Charges.2,Average Medicare Allowed Amount,Average Medicare Allowed Amount.1,Average Medicare Allowed Amount.2,Average Medicare Payment Amount,Average Medicare Payment Amount.1,Average Medicare Payment Amount.2,Outlier Comprehensive APC Services,Outlier Comprehensive APC Services.1,Outlier Comprehensive APC Services.2,Average Medicare Outlier Amount,Average Medicare Outlier Amount.1,Average Medicare Outlier Amount.2,Revenue from sale of medical and surgical supplies to other than patients [other_income_supplies_nonpat],Revenue from sale of drugs to other than patients [other_income_drugs_nonpat],"Tuition (fees, sale of textbooks, uniforms, etc.) [other_income_tuition]","Revenue from gifts, flowers, coffee shops, and canteen [other_income_gifts]",Rental of vending machines [other_income_vending],Governmental appropriations [other_income_govt_approp],Revenues from State and local indigent care programs (2552-96 only) [revs_uncomp_stloc_indig_only96],Revenues related to SCHIP (2552-96 only) [revs_uncomp_schip_only96],"Restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_rstrgrants_only96]","Non-restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_nonrstrgrants_only96]",Charges for patients covered under state or local indigent care program [stloc_indigent_charges],State or local indigent care program cost [stloc_indigent_costs],Stand-alone SCHIP charges [schip_charges],Stand-alone SCHIP cost [schip_costs],"Inpatient days, Medicare skilled nursing facility swing beds [mdcr_snf_swingbed_inpat_days]","Inpatient days, skilled nursing facility swing beds [all_snf_swingbed_inpat_days]","Inpatient days, nursing facility swing beds [all_nf_swingbed_inpat_days]","Inpatient days, other specialty care units [all_oth_spec_care_inpat_days]","Inpatient days, coronary care unit [all_coronary_care_inpat_days]","Inpatient days, burn intensive care unit [all_burn_icu_inpat_days]","Inpatient days, surgical intensive care unit [all_surgical_ic_inpat_days]",Revenue from rental of living quarters [other_income_livingrental],Revenue from laundry and linen service [other_income_laundry],Parking lot receipts [other_income_parking],Rebates and refunds of expenses [other_income_rebates],Nursing and allied health managed care payment [mdcr_ipps_nurs_mgdcare_pymts],Net organ acquisition cost [mdcr_ipps_net_organ_cost],Cost of teaching physicians [mdcr_ipps_teach_phys_cost],Routine service other pass through costs [mdcr_ipps_routine_passthru_cost],medicare provider number.1
360008,Southern Ohio Medical Center,1805 27th Street,Portsmouth,OH,45662,Ohiohealth,N,3,725,2.05,0.58,356,336.54,47,1.33,0.51,260,21864,3.38,1.09,107,277%,424%,311,3.19,0.91,0.19,0.17,,37.705263157894734,36.970588235294116,36.31372549019608,37651.666210526324,35674.17313725489,37504.175679411775,11645.478947368427,11201.301666666664,11872.45584179411,10091.966210526318,9293.74764705882,10249.711822529413,35708.10446122039,31225.939930628345,21013.623751687635,8510.878229821368,6167.505606584727,3558.9691259969018,7363.157608244151,5157.165641845753,2895.6772218655624,3.2,21.25,15.0,219.256135,1254.9879075608974,1140.983850217805,7764.99814862,1537332.201016,,,57709.986241,,1069040.3857277774,,,,11252866.209494442,3949036.3919605557,,,,,,,,,,,7378.497474325,,36239.491359875006,,,,,360008
360009,Lima Memorial Hospital,"1001 Bellefontaine
Avenue",Lima,OH,45804,"ProMedica Health
System",N,2,61,0.16,0.04,378,326.6,,,,,,,,,,441%,,,,,,,32.02127659574468,30.0,28.90625,35208.491063829795,36095.34105263158,39732.428986718754,11072.867446808512,9848.019122807016,10953.03478071875,9449.494255319147,8518.72350877193,9658.359346328121,43498.05404051212,35025.5340110754,27371.07167232737,10230.67968353783,7401.593025245902,5125.732603148712,9085.08203810205,6378.801814141403,4401.285639906319,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360010,Union Hospital Association,659 Boulevard,Dover,OH,44622,"The Cleveland Clinic
Health System",N,3,16,0.01,0.01,236,195.75,,,,,,,,,,257%,,,,,,,33.38461538461539,31.551020408163264,31.64,11652.102051282052,12660.131020408164,13119.637033419998,6934.40564102564,6980.2795918367365,6946.079453060001,5700.7764102564115,5893.805714285712,5751.9357648999985,8419.47545454545,8095.525639277827,5988.120035676022,3302.42818181818,3105.4151267056527,2081.314590151076,2414.91818181818,2453.219247465065,1654.2558918604198,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360011,Marion General Hospital,"1000 Mckinley Park
Drive",Marion,OH,43302,Ohiohealth,N,2,210,0.69,0.18,376,353.02,,,,,,,,,,435%,,,,,,,31.56896551724138,35.320754716981135,35.76923076923077,25351.964655172414,21288.67150943396,28211.42600692308,8469.699137931031,7542.095283018868,9105.356329038455,7296.4177586206915,6151.420188679244,7232.546894307693,43840.674958005395,32948.94818199658,24365.152407877813,11874.927126190476,8028.56497971746,5023.838622708211,10677.988758123247,7011.144741195914,4299.300829972426,0.0,7.571428571428571,8.0,0.0,615.9142047058815,704.6504450491501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360012,St. Anns Hospital,"500 South Cleveland
Avenue",Westerville,OH,43081,Trinity Health,N,3,430,1.03,0.32,325,318.52,41,0.56,0.26,211,16648,1.58,0.58,137,229%,376.27266705,273,1.43,0.47,0.16,0.11,,30.525,32.5945945945946,32.19047619047619,32062.418625,36157.81364864865,38502.60478011903,11205.654625000001,11303.2422972973,11051.851355952385,9398.281124999998,9274.754594594593,9031.985678130952,40516.6436107362,30079.78992646252,22947.42978583543,11825.131056942562,7775.385276670106,5309.75086537282,10639.810576173333,6738.762699770672,4536.44743739058,0.0,2.0,1.3333333333333333,0.0,113.478,63.406357291666666,,,,,27331.716024799996,,1810770.3635,,,,14756073.700258823,4440474.1325,,,,,,1639.4994022066667,4768.426710631428,,3068.8989717100003,74.4999641415,,,,7174.9952545666665,,,,360012
360013,Wilson Memorial Hospital,"915 West Michigan
Street",Sidney,OH,45365,"The Ohio State
University Wexner",N,3,45,0.08,0.03,250,226.73,,,,,,,,,,273%,,,,,,,21.40909090909091,20.80952380952381,22.5,16721.50863636364,17850.569047619047,18393.1805485,7041.285909090908,6689.436190476191,6883.66609855,5746.431818181818,5561.667142857143,5656.1943773,22109.090980392102,19770.327460907145,14364.799493876339,7332.549999999999,4644.3816229603735,2643.9160582589116,6093.924999999999,3766.0984236596737,2074.0749128319903,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360014,Obleness Memorial Hospital,55 Hospital Drive,Athens,OH,45701,Ohiohealth,N,4,100,0.19,0.05,353,363.27,,,,,,,,,,430%,,,,,,,24.59090909090909,25.77777777777778,35.214285714285715,17639.03681818182,17207.306111111116,19303.318627857145,11245.468636363636,13309.727222222224,14337.942302857142,9769.432727272726,11721.609444444446,12117.774706642856,,14928.128320008105,10937.124408555952,,4209.2706871912,2689.109416797884,,3350.80027467709,2111.8472695782225,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360016,Jewish Hospital Of Cincinnati,"4777 East Galbraith
Road",Cincinnati,OH,45236,Mercy Health,N,4,570,1.48,0.64,231,227.65,48,1.35,0.53,256,19557,2.83,1.17,141,268%,259%,243,2.55,0.97,0.28,0.2,,31.32857142857143,30.0,30.195652173913043,39900.11771428572,42021.02607594936,49899.13946532608,11700.642714285712,11566.921139240507,12708.138190076086,9599.313857142859,9579.90265822785,10546.103438326092,50793.05342403624,37003.44091937884,27317.111966320128,8779.108031746031,5502.803125385755,3493.2051247695,7533.508031746031,4519.912578122073,2835.895085089837,16.333333333333332,17.25,7.5,256.33466666666664,659.070902403845,209.5466980645161,238.99988354,311021.75520546816,3107.9992589966673,,35663.380729521734,,,,,,12574138.768855555,3962889.1916888887,2759753.342,844636.79862,,,,,,,,,,120133.967993,31142.35170915454,86754.4553057,,,54744.575298749995,360016
360017,Grant Medical Center,"111 South Grant
Avenue",Columbus,OH,43215,Ohiohealth,N,2,540,1.65,0.44,371,359.07,27,0.94,0.36,263,21985,2.59,0.8,163,287%,424%,323,2.35,0.65,0.24,0.15,,29.06896551724138,30.065040650406505,29.21951219512195,59023.4477586207,67390.0023577236,77797.28761723572,15063.543706896548,17012.427235772353,18562.047584504067,12589.755172413797,13789.657642276426,15105.898755414637,53850.760067733165,51619.01801744959,40097.214346254696,12066.353375300954,8941.840559584374,6342.395273280938,10895.581400980187,7894.754311103188,5541.691513162173,6.5,11.454545454545455,17.31578947368421,154.423835042735,777.7978374981471,1016.7165984850491,,122.999970675,,306484.9330836857,,18548.193840350003,7157077.619386666,13245698.905147778,70466.982442,0.49999988079999996,129909243.21373333,39827239.4404,6639052.931017999,1574805.5797005333,,,,2413.9990662650002,4360.04842833,,,,38595.990798,171504.27213249996,,80587.91213745001,,,18300.393581860004,360017
360020,Summa Health System,525 East Market Street,Akron,OH,44309,"Summa Health
System",N,3,139,0.2,0.08,252,232.65,12,0.14,0.11,127,10572,0.34,0.19,127,131%,288%,179,0.3,0.16,0.04,0.03,,38.98101265822785,41.63057324840764,39.78378378378378,68530.80468354431,76041.14127388535,78715.97500513517,13615.787974683548,13781.000191082801,13680.788875702701,10779.059810126582,10970.403757961787,11128.75020705405,81090.9427621485,62703.93883204982,40188.734951771105,10737.097857134157,8631.19014175845,5321.030826061452,9564.822253810007,7568.845891603089,4557.541873912832,0.0,12.222222222222221,15.4,0.0,164.95130343434332,399.6584336823733,261193.1999233333,474786.833298105,437186.0086428571,259238.04577214288,3072269.666238667,1404910.4130888889,3752508.301366667,,8193.9999802675,,3946594.587671667,951035.9942916665,,,,,,4743.2497364625,5671.781945169566,120.0,,,149250.87342675,1189514.3583726522,51733.974658,232030.1924119474,1037285.8512169232,,82277.46283500001,360020
360025,"Firelands Regional Medical
Center",1111 Hayes Avenue,Sandusky,OH,44870,"Firelands Regional
Health System",N,4,231,0.39,0.16,247,221.41,11,0.11,0.07,148,10347,0.5,0.23,156,145%,273%,215,0.43,0.19,0.07,0.04,,34.49411764705882,37.19512195121951,37.69512195121951,26977.17752941177,29367.4718292683,27405.75024584147,8837.001764705887,9824.69890243903,9644.405963073172,7015.353411764706,7782.01817073171,7757.390200926824,21790.26843506895,20037.52579857139,14678.985649687063,7201.410637778475,5614.470518368487,4526.21439191495,6116.588411002519,4703.976301289481,3859.8376882025987,0.0,0.0,0.0,0.0,0.0,0.0,2047.666617615,3586940.5899555553,804950.8847184614,34506.331307,,358462.6935414286,386921.553424,,,,322505.9611866667,117266.64703166667,,,,,,,4634.332063366666,,,,23687.399863,,162150.7987158,328293.1037418667,,,833432.5706688236,360025
360026,Greene Memorial Hospital  Inc.,"1141 North Monroe
Drive",Xenia,OH,45385,"Kettering Health
Network",N,3,67,0.09,0.02,377,332.77,,,,,,,,,,421%,,,,,,,23.058823529411764,22.227272727272727,22.058823529411764,34071.498235294115,36112.34227272727,42817.54126529411,6482.351176470588,6768.7863636363645,7043.748976941177,5328.58705882353,5400.772272727271,5799.026757117647,,17194.7515348837,20062.150948110746,,1977.5773488372,2092.708137989813,,1570.3536744186,1657.0388536266364,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360027,Akron General Medical Center,"1 Akron General
Avenue",Akron,OH,44307,"The Cleveland Clinic
Health System",N,3,125,0.2,0.08,248,221.49,17,0.22,0.15,154,12651,0.42,0.23,153,158.16071304,265%,187,0.36,0.19,0.06,0.04,,40.14179104477612,39.9645390070922,41.065693430656935,39045.02514925373,47081.62212765956,46747.20500255474,11129.480522388061,12949.13914893617,11813.013131043796,8903.519925373135,10211.127801418437,9478.62253489051,64863.35382872822,52231.44087561159,33480.175310487386,11239.905473501127,9246.07030896874,5833.294798544688,10094.817547785691,8172.8372153967,5033.480537140239,0.0,3.0714285714285716,1.1111111111111112,0.0,195.54784511111072,95.4147962962963,512717.6666666667,1213948.372260158,135139.7608811818,128655.996575,51804.086892909094,526750.4212814287,2892477.850233333,,,,16681198.265285714,4771529.6931428565,,,,,,2475.9994007,7967.173089452175,2672.99977525,,,452222.36714200117,861000.5852304347,109564.66621,118587.23142658825,,,96957.990025625,360027
360029,Wood County Hospital,"950 West Wooster
Street",Bowling Green,OH,43402,Independent (IPPS),N,3,101,0.2,0.07,293,272.73,,,,,,,,,,342%,,,,,,,22.333333333333332,21.894736842105264,23.263157894736842,15422.715714285716,17093.59105263158,18236.6832421579,6376.4914285714285,6313.805263157895,6682.233837105264,4802.1385714285725,4921.435263157894,5320.549118263157,14995.123888888798,14293.133802563114,9879.534455698607,4682.10388888888,3901.705571410718,2766.980950575864,3686.3838888888795,3093.876149855706,2220.8461077946968,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360032,"Joint Township District
Memorial Hospital",200 Saint Clair Street,Saint Marys,OH,45885,Independent (IPPS),N,4,42,0.04,0.01,315,366.92,,,,,,,,,,421%,,,,,,,18.375,20.23076923076923,20.363636363636363,13486.503749999998,16549.6,16589.19866,6431.055,7419.899999999999,7735.888907545455,5069.255625,6014.723076923077,6146.5130544545445,,14592.105960304194,12165.557675379221,,3161.5179929198175,2364.4442324663555,,2484.66281362007,1882.7211793909585,,,3.5,,,475.20655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360035,Mount Carmel Health,793 West State Street,Columbus,OH,43222,Trinity Health,N,2,578,1.7,0.59,289,259.93,64,1.41,0.56,250,19329,3.11,1.15,148,264%,323%,270,2.84,0.97,0.27,0.18,,43.05696202531646,43.52229299363057,43.31395348837209,39428.517594936704,47083.194140127394,49052.14725081397,13667.344620253163,14718.388343949036,14483.949500837198,10952.229999999998,12035.35407643312,11748.383575244186,39906.82157928116,36365.05962855248,27308.326798381095,10798.972641045128,9220.898319860793,6359.075987909082,9615.689405259176,8132.777427759046,5520.148654463945,0.0,1.0,1.3333333333333333,0.0,94.16147768595,146.2253916666661,,118748.4716885,1417275.66205,,77329.26537722354,,6318834.881744444,,,,38386314.81428236,11528446.521061765,,,,,,4487.332256333334,12287.45436742083,51.9999732784,9973.996068375001,,,443140.4464910952,,614810.188585,,,424436.0718484545,360035
360036,Wooster Community Hospital,1761 Beall Avenue,Wooster,OH,44691,QHR,N,4,37,0.06,0.04,150,130.13,,,,,,,,,,152%,,,,,,,25.86046511627907,26.47826086956522,27.857142857142858,10342.869302325584,13011.930869565216,14113.15628714286,6775.732325581395,7450.5941304347825,7356.466243591836,5674.8899999999985,6186.565652173915,5819.799798897958,18997.51557491285,15678.786667828981,9449.521654967273,6432.22902439024,4777.296324982728,3029.8132060951903,5375.128292682925,3895.4576542514587,2432.0204866632403,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360039,Genesis Healthcare System,2951 Maple Avenue,Zanesville,OH,43701,"Genesis Healthcare
System",N,4,105,0.17,0.06,261,261.42,,,,,,,,,,296%,,,,,,,41.52427184466019,41.64646464646464,39.93396226415094,34900.56601941746,37114.99545454545,39453.22805374529,13161.413689320385,12413.520606060603,13256.389559641506,11710.795048543692,10817.578686868692,11292.659950443393,37616.52778659799,34314.646819181165,24043.876435137357,11382.138792259091,10104.791517668837,6367.292136506908,10216.43023256872,9015.377027477358,5565.580609191063,0.0,2.1818181818181817,1.8636363636363635,0.0,108.06341212121183,146.69435808080772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360040,Knox Community Hospital,1330 Coshocton Road,Mount Vernon,OH,43050,QHR,N,2,115,0.28,0.08,370,341.6,,,,,,,,,,439%,,,,,,,24.1875,24.9375,26.0,22115.782812499998,22667.609375000007,24216.27880966667,8592.9715625,8794.133124999998,8909.02000079487,7305.709062499997,7305.082187499997,7507.973599641027,37843.49007539683,20458.606327510744,15528.409734537894,9109.693432539676,5282.917421203054,4068.2764032897835,8014.486587301581,4388.799495221292,3398.2659019236557,0.0,5.8,4.111111111111111,0.0,231.26891586206798,262.55934149634555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360041,Uh Parma Medical Center,7007 Powers Boulevard,Parma,OH,44129,University Hospitals,N,5,36,0.05,0.03,134,123.94,,,,,,,,,,144.70704253,,,,,,,41.035714285714285,41.69230769230769,38.05194805194805,22581.908452380958,25118.67294871795,24748.030676064933,7648.169285714287,8031.2948717948675,7882.891775233767,6521.791071428574,6865.454102564105,6681.164156168831,28273.391230302997,34734.23394899972,16042.725349306636,7298.249945454542,8451.494482165224,3604.0176693515373,6169.256006060607,7440.947943306366,2965.0083122932842,0.0,0.0,3.4444444444444446,0.0,0.0,131.15466110323092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360044,Wayne Hospital Company,835 Sweitzer Street,Greenville,OH,45331,"The Ohio State
University Wexner",N,4,45,0.12,0.03,394,407.66,,,,,,,,,,516%,,,,,,,25.15,26.166666666666668,24.705882352941178,20913.836499999998,20305.304444444442,19161.595465294115,7880.932000000001,8373.342222222223,7990.701419647057,6679.465000000001,7070.657222222222,6728.707232941176,,13080.068709312081,7977.661427585972,,3199.17920792079,2135.548507289889,,2531.2540370801767,1695.805339936229,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360046,"Mccullough-Hyde Memorial
Hospital",110 North Poplar Street,Oxford,OH,45056,TriHealth,N,3,261,0.35,0.14,257,268.13,15,0.2,0.14,144,12255,0.55,0.28,121,146%,317%,199,0.48,0.22,0.07,0.06,,21.90909090909091,19.8,21.785714285714285,14936.73,16702.391,15905.81230592857,6475.622727272727,7338.5160000000005,6877.339385714286,5225.660909090909,5934.5509999999995,5663.92822,,19295.236119967787,15668.121783030392,,3483.9302838164203,2547.0893430226747,,2771.888303140093,2020.0832574611775,,19.0,19.0,,1230.62881052631,1610.8146526315697,13147.199980602,44543.0,,,6574.940219605883,,946532.3143833334,,,,913483.8575299999,362910.80959,,,,,,,,,,,,,45248.998458999995,,,,,360046
360048,Univ Of Toledo Medl Center,3000 Arlington Avenue,Toledo,OH,43699,"The University of
Toledo Medical",N,1,199,0.22,0.16,137,113.94,,,,,,,,,,142%,,,,,,,25.67058823529412,25.84536082474227,26.65,64136.82552941178,72322.2175257732,64054.59605989998,18600.183882352932,21117.67762886597,18937.51960407,14654.551058823525,17015.014948453605,14526.439550809995,42789.28712436012,34768.12711118589,26442.846926874816,12424.272834404408,9133.808769470195,5953.769175630676,11320.215940833668,8118.637132901988,5200.035942417684,4.333333333333333,3.857142857142857,17.625,100.94575156695154,245.64610795454544,1104.0945115277766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360051,Miami Valley Hospital,One Wyoming Street,Dayton,OH,45409,Premier Health,N,5,554,1.17,0.43,276,253.2,53,1.67,0.67,248,20712,2.85,1.1,131,267%,318%,259,2.6,0.91,0.25,0.19,,38.0609756097561,37.15384615384615,39.34756097560975,66188.57396341462,67570.06917159764,62117.24879201221,15028.408414634156,15999.99076923077,15385.659912609759,11803.535853658532,12758.317810650884,12390.001577707317,50046.58752839435,42381.519593113306,29381.222308777684,11177.09536981635,8677.573508567975,4820.960651303383,10097.611838559502,7677.374174481923,4090.498654056218,0.0,40.54545454545455,18.2,0.0,762.05979148669,604.7823675474393,590343.6666666666,30068.0,89804.3274472,994566.2017125,114549.3676043125,830451.903425,17691710.169875,,573889.747731125,,78366391.736875,22729145.1835,,,,,,14379.996190000002,,2746.285455914286,,24096.906829881817,1474744.3562,1622587.961390625,1019395.9307954545,62565.87967111765,1135685.8481750002,,72355.47160526087,360051
360052,Good Samaritan Hospital,2222 Philadelphia Drive,Dayton,OH,45406,"Catholic Health
Initiatives",N,,150,0.28,0.11,246,226.76,,,,,,,,,,269%,,,,,,,36.845238095238095,34.62244897959184,37.5625,65443.24821428569,62293.974489795946,55132.95812010416,13587.393214285717,13403.029795918366,12413.086719531244,10186.547976190479,10418.859285714288,9704.02305447917,43468.80608879167,39956.421536950504,30533.923359316144,11027.311095383626,8605.888268155359,5744.173853554738,9885.522047856834,7571.166304589307,4960.3719774977935,3.3333333333333335,20.4,15.5,397.56133067517203,468.655970128812,369.9888656824656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360054,Holzer,100 Jackson Pike,Gallipolis,OH,45631,Holzer Health System,N,2,43,0.06,0.01,440,377.82,,,,,,,,,,378.01311866,,,,,,,27.055555555555557,28.02777777777778,31.682926829268293,24002.807222222225,23626.27416666667,22797.52820414634,7820.735000000002,7464.059166666667,7252.528618975609,6699.831666666667,6418.01361111111,5992.5543873658535,38866.85531598586,30719.162765577472,22057.998500510977,10863.224666666658,6579.428967267565,4294.085981762627,9704.27866666666,5658.712975163863,3655.1473181370498,0.0,12.333333333333334,7.133333333333334,0.0,2038.526521369705,637.9655345539593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360056,"Mercy Hospital Of
Hamilton/Fairfield",3000 Mack Road,Fairfield,OH,45014,Mercy Health,N,3,752,1.92,0.72,267,248.62,68,1.21,0.58,209,15090,3.13,1.3,148,221%,303%,241,2.74,1.04,0.38,0.26,,32.9390243902439,33.97727272727273,34.337078651685395,35309.78390243902,39302.77556818182,44649.26391033708,9141.688780487806,10065.391590909094,10076.49546119101,7781.218414634148,8738.57477272727,8621.100241078655,59593.34112489354,47275.1328055467,30408.352674314545,13796.382673314334,9693.235662265737,5114.015091687056,12643.630690883188,8661.666396502153,4411.243379027738,0.0,0.0,0.5454545454545454,0.0,0.0,58.69988409090909,,93595.23668612499,,435319.3594175,22295.998220750003,,,,,30021.0,341592.0,140491.0,,,,,,,4954.999487828572,,,,,,,37710.997089000004,,,81959.0,360056
360058,"Mercer County Community
Hospital",800 West Main Street,Coldwater,OH,45828,"The Ohio State
University Wexner",N,4,26,0.03,0.01,365,313.08,,,,,,,,,,428%,,,,,,,18.375,22.470588235294116,22.19047619047619,17848.848125,16139.505294117645,16308.669897047619,6728.75625,6209.512352941177,6082.482423714285,5631.218125,4967.369411764706,4966.788996904763,,10169.139322344285,7107.700887865445,,2678.27085164835,2185.906225133063,,2126.25085164835,1736.1434276793595,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360059,Metrohealth Medical Center,2500 Metrohealth Drive,Cleveland,OH,44109,"The Metrohealth
System",N,2,96,0.11,0.05,231,206.03,,,,,,,,,,260%,,,,,,,25.982456140350877,29.741573033707866,27.963414634146343,37483.662807017536,40615.348988764024,44991.07484817073,17615.52824561403,17701.847415730328,19251.447259853652,14525.66070175439,14403.188089887642,15575.889164499999,36308.45325399613,30343.980185290537,17816.453953598353,7265.800990196062,7655.355591171119,4315.85899205056,6129.937521475239,6650.248900820847,3628.6158805549626,4.0,3.9,0.0,297.368903125,212.52984826315696,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360064,St. Elizabeth Health Center,1044 Belmont Avenue,Youngstown,OH,44501,Mercy Health,N,2,25,0.05,0.02,203,171.23,,,,,,,,,,216%,,,,,,,33.6036036036036,33.81967213114754,32.71311475409836,45561.34459459459,47880.75885245901,51857.59166581966,12413.239009009012,12331.638852459015,12936.442917991797,10140.966576576575,10261.823360655737,10888.698037540988,60904.250858858686,53686.93757814934,39648.15240628152,12420.62121904762,8828.076873179327,5895.328946635691,11225.03871904762,7780.204454441002,5115.928978426894,0.0,0.0,2.25,0.0,0.0,243.7445679487175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360065,Fisher-Titus Medical Center,272 Benedict Avenue,Norwalk,OH,44857,"Fisher Titus Medical
Center",N,4,474,0.96,0.34,284,256.25,,,,,,,,,,319%,,,,,,,28.6875,34.06666666666667,31.333333333333332,17224.6653125,15369.498,16478.964229384612,7280.6353125000005,6625.330333333333,6881.963278205129,6111.419999999999,5540.810333333334,5798.722445717948,9339.107142857141,12674.354307452903,9309.485492597316,4190.56,4077.300107312596,2986.9953128298207,3338.82,3297.169643805373,2400.5474829667205,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360066,St. Ritas Medical Center Llc,730 West Market Street,Lima,OH,45801,Mercy Health,N,5,157,0.38,0.1,384,340.07,29,0.64,0.32,202,14738,1.02,0.42,128,216%,436%,246,0.94,0.36,0.08,0.06,,38.18571428571428,39.824817518248175,39.91428571428571,52262.34371428573,52077.64459854012,51988.203672928605,10943.611857142852,10615.910583941606,9973.20269819286,9266.866999999998,8773.563211678826,8602.647267535714,53014.81037127761,47520.62941876804,35670.28285201204,11066.252590774393,7922.317374548046,4855.661867531517,9944.933333022569,6875.245440943492,4133.089567870627,0.0,6.0,8.4,0.0,232.817358666666,578.8220629541287,25062.99375,40105.9960616,,73781.239726,36464.21182121428,123876.69936442857,4065530.52465,,,,34417189.315,10818661.559,,,,,,,2809.3041175043477,,,,1296300.3722185714,,56031.3886302,68586.49880100001,,,59899.0,360066
360068,The Toledo Hospital,"2142 North Cove
Boulevard",Toledo,OH,43606,"ProMedica Health
System",N,5,594,0.64,0.31,209,187.68,76,1.05,0.67,158,12401,1.69,0.97,118,165%,231.11295903,174,1.51,0.82,0.18,0.15,,35.93452380952381,35.08720930232558,36.61494252873563,81514.0763095238,77810.20575581393,85831.74518229884,15210.556488095237,14495.936860465123,14725.312449551726,13453.518392857142,12522.81122093023,12890.957302620687,55179.64223660584,43556.72146859394,33171.88378247476,11647.321725473403,8940.261629115752,5556.716584868755,10501.8521192484,7876.7554403163895,4807.162599547269,0.0,9.583333333333334,10.166666666666666,0.0,369.35669961190797,454.52146456055164,,,,,,,3317303.921225,,29034.492423,,16845594.293912143,4111586.413746428,,,,,,15855.93080766667,4330.26058153913,18948.6232235,6379.954236068182,,,,,131068.43079459999,,,45683.66444981904,360068
360070,Mercy Medical Center,1320 Mercy Drive Nw,Canton,OH,44708,"Sisters of Charity
Health System",N,4,72,0.08,0.04,174,144.8,22,0.26,0.2,128,9822,0.33,0.24,95,138%,183%,136,0.29,0.2,0.04,0.05,,31.842105263157894,33.36363636363637,33.72222222222222,24619.521157894735,26934.69897727273,27348.78001973332,11377.14957894737,12218.577840909089,11343.187589888894,9529.744736842107,10302.244204545457,9353.688785777778,31263.349769799854,19740.9733689838,14328.95524295379,10018.988978070032,6464.247789482708,4708.527601549414,8893.657051762284,5561.743922364151,3971.4714625810407,0.0,0.0,0.0,0.0,0.0,0.0,,2094662.4046285714,,664058.37041,4702.0,,4024836.9817333333,,,,3529562.16438,1521469.21972,,,,,,1045.7499926425,3919.148190291667,487.0,875.9997953249999,,,,,25275.9350920625,,,14714.195800577781,360070
